2018-07-13,179.449997,179.899994,178.949997,179.610001,176.937592,28049800
2018-07-16,179.649994,179.949997,178.880005,179.179993,176.513977,21405300
2018-07-17,177.279999,180.649994,177.279999,180.270004,177.587784,31034100
2018-07-18,180.289993,180.440002,179.380005,179.929993,177.252838,23220800
2018-07-19,179.279999,179.880005,178.820007,179.029999,176.366226,31094100
2018-07-20,179.570007,180.169998,178.789993,178.990005,176.326828,35897300
2018-07-23,178.460007,179.639999,177.740005,179.559998,176.888351,22184700
2018-07-24,181.410004,182.050003,179.559998,180.300003,177.617310,36900300
2018-07-25,180.380005,182.929993,180.289993,182.820007,180.099838,35026600
2018-07-26,180.339996,180.919998,179.809998,180.050003,177.371033,40873500
2018-07-27,181.190002,181.309998,176.600006,177.619995,174.977219,59456100
2018-07-30,177.630005,177.729996,174.270004,175.110001,172.504547,60193000
2018-07-31,175.800003,177.130005,174.820007,176.449997,173.824615,47285100
2018-08-01,176.860001,177.649994,176.100006,177.119995,174.484634,37101900
2018-08-02,175.869995,179.740005,175.789993,179.529999,176.858780,47178200
2018-08-03,179.869995,180.089996,179.080002,180.080002,177.400620,28934400
2018-08-06,179.960007,181.190002,179.740005,181.139999,178.444824,24808800
2018-08-07,181.649994,182.139999,181.259995,181.800003,179.095032,29895700
2018-08-08,181.550003,182.350006,181.059998,182.020004,179.311737,22680700
2018-08-09,181.910004,182.630005,181.639999,181.910004,179.203384,18852900
2018-08-10,180.679993,181.220001,179.839996,180.520004,177.834061,33818500
2018-08-13,180.850006,182.009995,180.240005,180.320007,177.637039,26089200
2018-08-14,181.009995,181.660004,180.039993,181.449997,178.750214,20913000
2018-08-15,180.009995,180.580002,178.119995,179.229996,176.563248,58528000
2018-08-16,180.610001,180.990005,179.470001,179.820007,177.144470,27711800
2018-08-17,179.350006,180.309998,178.270004,179.860001,177.183884,36092600
2018-08-20,180.259995,180.330002,179.000000,179.699997,177.026245,24939000
2018-08-21,180.240005,181.440002,180.130005,180.360001,177.676437,26258700
2018-08-22,179.979996,181.270004,179.750000,181.059998,178.366028,18042400
2018-08-23,180.740005,182.050003,180.500000,180.800003,178.109909,25776200
2018-08-24,181.399994,182.630005,181.360001,182.479996,179.764893,23136100
2018-08-27,183.399994,184.339996,183.110001,184.339996,181.597214,29343600
2018-08-28,184.830002,185.020004,184.220001,184.610001,181.863190,20277000
2018-08-29,184.929993,186.839996,184.860001,186.740005,183.961517,29175600
2018-08-30,186.380005,187.520004,185.789993,186.410004,183.636414,29315500
2018-08-31,186.179993,187.179993,185.979996,186.649994,183.872833,28653200
2018-09-04,186.080002,186.399994,184.850006,185.850006,183.084763,29063500
2018-09-05,185.520004,185.550003,182.820007,183.449997,180.720459,42623300
2018-09-06,183.529999,183.750000,180.580002,181.809998,179.104874,46091400
2018-09-07,180.500000,182.669998,180.440002,181.110001,178.415268,46629500
2018-09-10,182.149994,182.250000,180.729996,181.720001,179.016190,26132000
2018-09-11,180.990005,183.419998,180.520004,183.119995,180.395370,30116500
2018-09-12,182.850006,182.979996,181.009995,182.580002,179.863419,36204000
2018-09-13,183.720001,184.880005,183.639999,184.529999,181.784409,31133200
2018-09-14,184.660004,184.949997,183.259995,183.990005,181.252426,31224100
2018-09-17,183.679993,183.809998,181.169998,181.339996,178.641861,33071200
2018-09-18,181.490005,183.729996,181.399994,182.839996,180.119522,31877300
2018-09-19,182.869995,183.300003,181.509995,182.699997,179.981644,31843400
2018-09-20,183.960007,184.970001,183.520004,184.720001,181.971588,33295800
2018-09-21,185.220001,185.479996,183.479996,183.710007,180.976608,38605400
2018-09-24,182.050003,183.960007,181.300003,183.889999,181.479904,34945600
2018-09-25,183.809998,184.279999,183.179993,184.139999,181.726624,25277500
2018-09-26,184.300003,185.990005,183.910004,184.270004,181.854935,36210600
2018-09-27,185.020004,186.490005,184.919998,185.830002,183.394470,33113300
2018-09-28,185.309998,186.279999,184.970001,185.789993,183.355026,28076800
2018-10-01,186.869995,187.529999,185.699997,186.169998,183.730026,27371300
2018-10-02,186.009995,187.179993,185.320007,185.750000,183.315536,25618600
2018-10-03,186.529999,186.970001,185.660004,185.949997,183.512924,29128700
2018-10-04,185.199997,185.320007,181.059998,182.380005,179.989716,80557300
2018-10-05,182.360001,182.970001,178.429993,180.149994,177.788910,83325600
2018-10-08,179.520004,180.639999,176.929993,179.050003,176.703354,66864500
2018-10-09,179.179993,181.020004,178.750000,179.630005,177.275757,49097900
2018-10-10,178.509995,178.619995,171.500000,171.729996,169.479263,114471100
2018-10-11,171.020004,173.399994,167.809998,169.600006,167.377197,143084500
2018-10-12,174.169998,174.860001,170.929993,174.320007,172.035324,102078400
2018-10-15,173.710007,174.039993,171.559998,172.210007,169.952988,64885300
2018-10-16,174.020004,177.649994,173.699997,177.220001,174.897339,71979700
2018-10-17,178.080002,178.259995,175.470001,177.289993,174.966400,66987600
2018-10-18,176.619995,176.679993,172.440002,173.179993,170.910278,82486200
2018-10-19,174.580002,176.070007,172.389999,173.020004,170.752380,82923700
2018-10-22,174.059998,175.250000,172.589996,173.910004,171.630707,52909300
2018-10-23,170.639999,174.130005,168.820007,173.270004,170.999084,77567000
2018-10-24,173.070007,173.360001,165.039993,165.339996,163.173004,102997400
2018-10-25,167.910004,172.080002,167.160004,171.059998,168.818054,83481100
2018-10-26,165.199997,169.960007,164.229996,166.660004,164.475723,130970900
2018-10-29,169.210007,169.860001,160.089996,163.229996,161.090683,111871900
2018-10-30,162.750000,166.039993,162.009995,165.919998,163.745422,92584000
2018-10-31,168.619995,171.250000,168.539993,169.820007,167.594315,73828600
2018-11-01,170.070007,172.240005,168.779999,172.059998,169.804947,52706800
2018-11-02,171.529999,172.550003,168.220001,169.380005,167.160080,75966800
2018-11-05,169.600006,169.660004,167.080002,168.960007,166.745605,39573500
2018-11-06,168.970001,171.190002,168.720001,170.240005,168.008820,34410400
2018-11-07,172.279999,175.580002,171.869995,175.580002,173.278809,51169600
2018-11-08,174.759995,175.300003,173.630005,174.460007,172.173508,40296500
2018-11-09,172.830002,173.250000,170.160004,171.520004,169.272034,50602700
2018-11-12,170.320007,170.639999,166.179993,166.330002,164.150070,62578400
2018-11-13,167.110001,169.479996,166.000000,166.470001,164.288223,64128100
2018-11-14,168.119995,168.699997,164.250000,165.199997,163.034882,75270700
2018-11-15,164.899994,168.539993,163.460007,168.089996,165.886978,73254300
2018-11-16,166.449997,168.309998,165.779999,167.500000,165.304718,65390700
2018-11-19,166.699997,166.899994,161.539993,162.059998,159.936020,67280500
2018-11-20,158.369995,161.380005,157.130005,159.160004,157.074036,102652800
2018-11-21,161.350006,161.970001,159.229996,160.369995,158.268173,42965800
2018-11-23,159.089996,160.839996,159.089996,159.210007,157.123367,23503700
2018-11-26,161.440002,162.970001,160.759995,162.889999,160.755142,42012600
2018-11-27,162.000000,163.850006,161.179993,163.440002,161.297943,36608100
2018-11-28,164.619995,168.699997,163.470001,168.699997,166.488968,70141000
2018-11-29,167.990005,169.259995,166.820007,168.149994,165.946182,44885700
2018-11-30,168.380005,169.470001,167.539993,169.369995,167.150208,36722800
2018-12-03,173.110001,173.309998,169.509995,172.330002,170.071426,50771700
2018-12-04,171.429993,171.910004,165.520004,165.720001,163.548035,70594700
2018-12-06,162.380005,166.910004,161.770004,166.889999,164.702713,71715500
2018-12-07,166.160004,167.119995,160.860001,161.380005,159.264938,80432200
2018-12-10,161.080002,163.779999,159.410004,163.070007,160.932785,73960800
2018-12-11,165.729996,165.770004,162.229996,163.610001,161.465683,59058300
2018-12-12,166.000000,167.600006,164.960007,165.050003,162.886826,53780000
2018-12-13,166.130005,166.820007,164.029999,165.100006,162.936172,46378500
2018-12-14,163.210007,163.809998,160.699997,161.080002,158.968872,56547400
2018-12-17,160.389999,161.669998,156.169998,157.429993,155.366699,74834100
2018-12-18,158.649994,159.949997,157.039993,158.419998,156.343735,63642100
2018-12-19,158.179993,160.720001,153.339996,154.529999,152.504684,81856500
2018-12-20,154.149994,155.869995,150.389999,152.289993,150.294052,99002100
2018-12-21,153.050003,154.089996,146.720001,147.570007,145.635925,141129400
2018-12-24,146.080002,147.979996,143.460007,143.500000,142.024445,56163300
2018-12-26,145.080002,152.539993,144.089996,152.460007,150.892319,98982100
2018-12-27,150.369995,153.179993,147.080002,153.050003,151.476257,85824300
2018-12-28,154.149994,155.589996,151.720001,152.970001,151.397064,77856600
2018-12-31,154.470001,154.979996,152.710007,154.259995,152.673813,53015300
2019-01-02,150.990005,155.750000,150.880005,154.880005,153.287430,58576700
2019-01-03,152.600006,153.259995,149.490005,149.820007,148.279449,74820200
2019-01-04,152.339996,157.000000,151.740005,156.229996,154.623550,74709300
2019-01-07,156.619995,158.860001,156.110001,158.089996,156.464417,52059300
2019-01-08,159.539993,160.110001,157.199997,159.520004,157.879700,49388700
2019-01-09,160.139999,161.520004,159.470001,160.820007,159.166367,46491700
2019-01-10,159.600006,161.369995,158.699997,161.279999,159.621628,38943400
2019-01-11,160.330002,160.860001,159.789993,160.690002,159.037689,30176600
2019-01-14,159.330002,159.960007,158.589996,159.270004,157.632278,30710200
2019-01-15,160.000000,162.600006,159.910004,162.380005,160.710312,40874200
2019-01-16,162.649994,163.779999,162.289993,162.350006,160.680618,33812200
2019-01-17,161.830002,164.360001,161.570007,163.630005,161.947449,39329000
2019-01-18,164.779999,166.020004,163.820007,165.250000,163.550781,57183200
2019-01-22,164.059998,164.139999,160.759995,161.940002,160.274841,56711700
2019-01-23,162.770004,163.509995,160.320007,162.149994,160.482651,38106100
2019-01-24,162.679993,163.440002,162.059998,163.199997,161.521866,32417800
2019-01-25,164.509995,165.649994,163.949997,165.149994,163.451813,36515900
2019-01-28,163.020004,163.119995,161.750000,163.110001,161.432800,33491200
2019-01-29,163.199997,163.240005,160.990005,161.570007,159.908646,30784200
2019-01-30,163.399994,166.279999,162.889999,165.679993,163.976364,41346500
2019-01-31,166.699997,168.990005,166.470001,168.160004,166.430878,37258400
2019-02-01,167.330002,168.600006,166.990005,167.449997,165.728149,32143700
2019-02-04,167.479996,169.529999,167.330002,169.529999,167.786789,26718800
2019-02-05,169.759995,171.229996,169.690002,171.029999,169.271362,28156400
2019-02-06,171.070007,171.369995,169.750000,170.520004,168.766617,27970000
2019-02-07,169.029999,169.449997,166.949997,168.229996,166.500153,42036200
2019-02-08,166.759995,168.589996,166.570007,168.559998,166.826752,29020700
2019-02-11,169.169998,169.580002,167.979996,168.399994,166.668396,21434100
2019-02-12,169.630005,171.139999,169.330002,170.889999,169.132813,29722100
2019-02-13,171.649994,172.160004,170.820007,171.009995,169.251556,26094100
2019-02-14,170.399994,171.830002,169.830002,171.220001,169.459396,30326800
2019-02-15,172.520004,172.559998,171.139999,171.940002,170.172012,32521700
2019-02-19,171.410004,172.800003,171.380005,172.279999,170.508499,19487700
2019-02-20,172.399994,173.080002,171.320007,172.250000,170.478821,32593000
2019-02-21,171.789993,172.259995,170.710007,171.619995,169.855286,25207400
2019-02-22,171.990005,173.009995,171.899994,172.889999,171.112244,27735400
2019-02-25,174.210007,174.660004,173.399994,173.520004,171.735764,32608800
2019-02-26,173.100006,174.250000,172.809998,173.699997,171.913910,21939700
2019-02-27,172.899994,173.800003,171.759995,173.589996,171.805038,25162000
2019-02-28,173.050003,173.809998,172.699997,173.190002,171.409149,25085500
2019-03-01,174.440002,174.649994,173.179993,174.389999,172.596802,31431200
2019-03-04,175.539993,175.789993,172.470001,174.419998,172.626495,38063500
2019-03-05,174.550003,175.089996,173.690002,174.550003,172.755173,22319900
2019-03-06,174.720001,174.750000,173.279999,173.559998,171.775345,27194600
2019-03-07,173.119995,173.179993,170.789993,171.429993,169.667236,39407400
2019-03-08,169.509995,171.259995,169.339996,171.169998,169.409912,39303200
2019-03-11,171.880005,174.850006,171.850006,174.729996,172.933319,30518400
2019-03-12,175.190002,176.139999,174.770004,175.690002,173.883438,33953500
2019-03-13,176.600006,177.929993,176.350006,177.009995,175.189865,42426100
2019-03-14,177.130005,177.339996,176.660004,176.710007,174.892944,23751500
2019-03-15,177.399994,178.880005,177.279999,178.350006,176.516098,38192000
2019-03-18,177.949997,178.990005,177.589996,178.449997,176.936478,32935100
2019-03-19,179.179993,180.000000,178.289993,179.050003,177.531403,36893300
2019-03-20,179.059998,180.860001,178.240005,179.759995,178.235397,50105000
2019-03-21,179.220001,182.830002,179.199997,182.570007,181.021545,42428500
2019-03-22,181.779999,182.270004,178.369995,178.559998,177.045563,70794500
2019-03-25,177.910004,178.839996,176.929993,178.220001,176.708450,46336500
2019-03-26,179.600006,180.690002,178.139999,179.050003,177.531403,33248100
2019-03-27,179.320007,179.720001,176.600006,177.899994,176.391144,37096700
2019-03-28,178.360001,178.979996,177.240005,178.309998,176.797668,30368200
2019-03-29,179.690002,179.830002,178.589996,179.660004,178.136230,35205500
2019-04-01,181.509995,182.259995,180.770004,182.039993,180.496048,30969500
2019-04-02,182.240005,182.910004,181.779999,182.729996,181.180176,22645200
2019-04-03,183.759995,184.919998,183.210007,183.779999,182.221283,31633500
2019-04-04,183.830002,184.500000,182.649994,183.710007,182.151901,28530800
2019-04-05,184.240005,184.770004,184.020004,184.660004,183.093826,25674700
2019-04-08,184.360001,185.279999,183.630005,185.130005,183.559830,22697500
2019-04-09,184.500000,185.110001,184.089996,184.479996,182.915344,25631900
2019-04-10,184.720001,185.529999,184.520004,185.470001,183.896957,24563000
2019-04-11,185.779999,185.779999,184.690002,185.029999,183.460693,20654100
2019-04-12,185.850006,185.949997,185.059998,185.830002,184.253906,24989100
2019-04-15,185.839996,186.070007,184.619995,185.860001,184.283646,21073000
2019-04-16,186.539993,186.910004,185.929993,186.500000,184.918213,27195700
2019-04-17,187.750000,187.929993,186.600006,187.149994,185.562698,29651600
2019-04-18,187.460007,187.789993,186.289993,187.389999,185.800659,28580900
2019-04-22,186.570007,187.990005,186.429993,187.919998,186.326172,17936000
2019-04-23,188.399994,190.539993,188.130005,190.309998,188.695908,33665600
2019-04-24,190.470001,190.710007,189.649994,189.710007,188.100998,24977100
2019-04-25,191.130005,191.220001,189.449997,190.479996,188.864456,29517500
2019-04-26,190.179993,190.690002,188.589996,190.649994,189.033020,26359500
2019-04-29,190.649994,191.320007,190.339996,191.020004,189.399887,21716200
2019-04-30,189.479996,189.850006,188.210007,189.539993,187.932434,31495300
2019-05-01,190.779999,191.320007,188.800003,188.929993,187.327606,34797100
2019-05-02,188.869995,189.850006,186.869995,188.110001,186.514557,44110100
2019-05-03,189.669998,191.250000,189.330002,191.110001,189.489120,30386200
2019-05-06,187.050003,190.199997,186.759995,189.940002,188.329041,38371800
2019-05-07,187.869995,188.669998,184.509995,186.240005,184.660431,58818100
2019-05-08,185.630005,187.169998,184.960007,185.770004,184.194412,37165300
2019-05-09,183.699997,185.410004,182.089996,184.770004,183.202896,55351700
2019-05-10,184.110001,185.889999,181.029999,185.000000,183.430954,58526400
2019-05-13,180.289993,181.259995,178.059998,178.580002,177.065384,67185800
2019-05-14,179.520004,181.630005,178.860001,180.539993,179.008759,43360600
2019-05-15,179.350006,183.550003,179.309998,183.089996,181.537109,40944500
2019-05-16,183.169998,186.070007,182.949997,184.929993,183.361542,39281200
2019-05-17,183.100006,185.580002,182.880005,183.039993,181.487549,44702300
2019-05-20,180.490005,181.179993,179.339996,179.949997,178.423782,38608300
2019-05-21,181.500000,182.330002,180.919998,181.830002,180.287827,31613800
2019-05-22,180.820007,182.070007,180.750000,181.020004,179.484695,24332600
2019-05-23,178.940002,179.020004,177.139999,178.250000,176.738205,45351300
2019-05-24,179.210007,179.850006,177.940002,178.160004,176.648956,25903300
2019-05-28,178.660004,179.660004,177.470001,177.490005,175.984634,24763800
2019-05-29,176.389999,177.000000,175.089996,176.029999,174.537018,42178800
2019-05-30,176.500000,177.270004,175.770004,176.770004,175.270752,30354800
2019-05-31,174.690002,175.289993,173.869995,173.949997,172.474655,45446200
2019-06-03,173.479996,173.949997,169.270004,170.119995,168.677139,75842300
2019-06-04,172.029999,174.970001,171.369995,174.910004,173.426514,47797800
2019-06-05,176.580002,176.610001,174.380005,176.210007,174.715500,34412700
2019-06-06,176.509995,178.039993,175.729996,177.610001,176.103607,29913200
2019-06-07,178.559998,181.770004,178.330002,181.039993,179.504517,45888300
2019-06-10,182.250000,184.850006,182.210007,183.149994,181.596634,41385300
2019-06-11,185.059998,185.399994,182.779999,183.399994,181.844528,41260300
2019-06-12,182.899994,183.279999,182.000000,182.339996,180.793488,27659600
2019-06-13,183.100006,183.869995,182.740005,183.419998,181.864349,23715800
2019-06-14,182.479996,183.110001,181.940002,182.639999,181.090958,22844100
2019-06-17,183.039993,184.250000,182.839996,183.740005,182.181641,20379500
2019-06-18,185.910004,187.720001,185.429993,186.410004,184.828995,48177300
2019-06-19,186.660004,187.529999,185.570007,187.110001,185.523041,31672900
2019-06-20,189.720001,189.759995,187.160004,188.850006,187.248291,40922000
2019-06-21,188.630005,189.770004,188.169998,188.570007,186.970688,39980400
2019-06-24,188.529999,188.720001,188.059998,188.160004,186.976639,19375200
2019-06-25,188.029999,188.139999,184.649994,184.929993,183.766937,33921100
2019-06-26,186.160004,187.330002,185.490005,185.789993,184.621521,22595700
2019-06-27,186.460007,186.940002,185.990005,186.500000,185.327072,19709200
2019-06-28,186.949997,187.149994,186.070007,186.740005,185.565567,21179200
2019-07-01,190.320007,190.570007,188.380005,189.259995,188.069702,31193400
2019-07-02,189.199997,190.029999,188.660004,190.009995,188.814987,18035800
2019-07-03,190.490005,191.440002,190.289993,191.440002,190.236008,15792100
2019-07-05,190.130005,191.399994,189.389999,191.050003,189.848465,21415600
2019-07-08,189.809998,189.869995,188.929993,189.710007,188.516891,17598800
2019-07-09,188.809998,190.899994,188.649994,190.660004,189.460907,19193500
2019-07-10,191.820007,193.089996,191.470001,192.559998,191.348938,28374500
2019-07-11,192.850006,193.339996,191.809998,192.419998,191.209839,23736100
2019-07-12,192.630005,193.539993,192.449997,193.529999,192.312851,20211900
2019-07-15,193.979996,194.190002,193.440002,194.149994,192.928940,15606100
2019-07-16,193.910004,194.089996,192.559998,193.149994,191.935242,20190900
2019-07-17,193.149994,193.490005,192.179993,192.199997,190.991211,16765100
2019-07-18,191.289993,192.789993,190.690002,192.419998,191.209839,29066300
2019-07-19,193.839996,193.830002,190.809998,191.009995,189.808701,29387900
2019-07-22,191.440002,192.940002,191.440002,192.529999,191.319138,18954900
2019-07-23,193.580002,193.809998,192.289993,193.789993,192.571198,23786700
2019-07-24,193.050003,195.160004,193.029999,195.149994,193.922668,20422900
2019-07-25,194.490005,194.520004,192.929993,193.300003,192.084305,23434700
2019-07-26,194.529999,195.550003,194.429993,195.289993,194.061768,20431200
2019-07-29,195.110001,195.179993,193.389999,194.619995,193.395996,20451700
2019-07-30,193.130005,194.539993,192.990005,193.779999,192.561279,18705000
2019-07-31,194.300003,194.429993,189.320007,191.100006,189.898148,41627500
2019-08-01,191.429993,194.979996,189.229996,190.149994,188.954102,63251600
2019-08-02,188.720001,188.990005,186.210007,187.350006,186.171722,55214000
2019-08-05,183.429993,183.509995,179.199997,180.729996,179.593353,75040000
2019-08-06,182.399994,183.800003,181.070007,183.259995,182.107437,41897200
2019-08-07,181.270004,184.509995,179.889999,184.250000,183.091202,49990600
2019-08-08,185.080002,188.320007,184.570007,188.259995,187.076004,38418100
2019-08-09,187.360001,188.000000,185.029999,186.490005,185.317139,33608900
2019-08-12,185.339996,185.899994,183.500000,184.350006,183.190598,24642900
2019-08-13,184.190002,189.679993,184.020004,188.389999,187.205170,40241900
2019-08-14,185.360001,185.949997,182.419998,182.759995,181.610580,51000500
2019-08-15,183.000000,183.589996,181.160004,182.550003,181.401917,36685000
2019-08-16,184.210007,185.949997,184.100006,185.479996,184.313477,32781400
2019-08-19,188.160004,188.830002,187.500000,188.429993,187.244919,22494100
2019-08-20,187.960007,188.639999,186.919998,186.970001,185.794113,19902900
2019-08-21,188.610001,189.229996,187.960007,188.630005,187.443680,20418500
2019-08-22,188.979996,189.460007,186.539993,188.020004,186.837509,24243700
2019-08-23,186.740005,188.449997,181.559998,182.070007,180.924942,55372400
2019-08-26,184.139999,184.869995,183.080002,184.820007,183.657623,27598900
2019-08-27,186.110001,186.419998,183.710007,184.429993,183.270081,28012800
2019-08-28,183.830002,185.399994,182.910004,185.089996,183.925934,21792400
2019-08-29,187.389999,188.460007,186.679993,187.919998,186.738129,25358900
2019-08-30,188.929993,188.970001,186.410004,187.470001,186.290970,26319800
2019-09-03,186.220001,187.179993,185.029999,185.649994,184.482407,27964200
2019-09-04,187.440002,188.490005,186.899994,188.330002,187.145554,21592100
2019-09-05,190.410004,192.330002,190.339996,191.779999,190.573853,33932600
2019-09-06,192.100006,192.169998,191.169998,191.589996,190.385056,19487800
2019-09-09,192.190002,192.270004,190.220001,191.190002,189.987564,24407600
2019-09-10,190.160004,190.740005,188.910004,190.639999,189.441040,23744700
2019-09-11,191.000000,192.529999,190.559998,192.429993,191.219772,25063600
2019-09-12,193.610001,194.710007,192.970001,193.229996,192.014725,28689900
2019-09-13,192.949997,193.399994,192.289993,192.539993,191.329071,27669800
